x1,x2,y
0.04967141530112327,-0.013826430117118467,0
0.06476885381006925,1.1523029856408025,1
0.9765846625276664,-0.023413695694918055,1
1.1579212815507391,1.076743472915291,0
-0.04694743859349521,0.05425600435859647,0
-0.046341769281246226,0.9534270246429744,1
1.0241962271566034,-0.1913280244657798,1
0.8275082167486967,0.9437712470759028,0
-0.10128311203344238,0.03142473325952739,0
-0.0908024075521211,0.8587696298664709,1
1.1465648768921555,-0.02257763004865357,1
1.0067528204687923,0.8575251813786543,0
-0.05443827245251827,0.01109225897098661,0
-0.11509935774223029,1.0375698018345672,1
0.9399361310081195,-0.02916937497932768,1
0.9398293387770603,1.1852278184508938,0
-0.0013497224737933921,-0.10577109289559004,0
0.08225449121031891,0.8779156350028978,1
1.0208863595004756,-0.19596701238797756,1
0.8671813951101569,1.0196861235869124,0
0.07384665799954104,0.01713682811899705,0
-0.011564828238824054,0.9698896304410711,1
0.8521478009632573,-0.07198442083947086,1
0.9539361229040213,1.1057122226218916,0
0.03436182895684614,-0.1763040155362734,0
0.0324083969394795,0.9614917719583683,1
0.9323077999694042,0.06116762888408679,1
1.103099952249595,1.0931280119116198,0
-0.08392175232226386,-0.03092123758512146,0
0.033126343140356396,1.097554512712236,1
0.952082576215471,-0.01856589766638171,1
0.8893665025993972,0.8803793375919329,0
0.08125258223941981,0.1356240028570823,0
-0.007201012158033385,1.1003532897892023,1
1.0361636025047634,-0.06451197546051243,1
1.0361395605508414,1.153803656646597,0
-0.003582603910995154,0.15646436558140064,0
-0.26197451040897446,1.0821902504375225,1
1.008704706823817,-0.029900735046586746,1
1.0091760776535503,0.8012431085399108,0
-0.021967188783751194,0.035711257151174645,0
0.14778940447415162,0.9481729781726352,1
0.9191506397106812,-0.05017570435845366,1
1.0915402117702073,1.0328751109659684,0
-0.05297602037670388,0.05132674331133561,0
0.009707754934804039,1.096864499053289,1
0.9297946906122647,-0.032766214659776825,1
0.9607891846867842,0.8536485051867881,0
0.029612027706457607,0.026105527217988936,0
0.000511345664246089,0.9765412866624853,1
0.8584629257949585,-0.04206453227653591,1
0.965728548347323,0.9197722730778382,0
-0.016128571166600915,0.040405085681453845,0
0.18861859012105303,1.017457781283184,1
1.0257550390722765,-0.007444591576616722,1
0.8081228784700958,0.9973486124550783,0
0.006023020994102644,0.24632421124852863,0
-0.019236096478112252,1.0301547342333612,1
0.9965288230294757,-0.11686780376195322,1
1.114282281451502,1.0751933032686773,0
0.0791031947043047,-0.09093874547947389,0
0.14027943109360994,0.8598148937207719,1
1.058685709380027,0.21904556258099786,1
0.9009463674869311,0.9433702270397228,0
0.009965136508764122,-0.05034756541161992,0
-0.15506634310661327,1.0068562974806028,1
0.8937696286273895,0.04735924306351816,1
0.9080575765766197,1.154993440501754,0
-0.07832532923362372,-0.03220615162056756,0
0.08135172173696698,0.8769135683566045,1
1.0227459934604128,0.13071427542824282,1
0.8392516765438772,1.0184633858532304,0
0.025988279424842355,0.07818228717773104,0
